Data,Canal de atendimento,Denúncia emergencial,Denunciante,Cenário da violação,Município,Frequência,Início das violações,Vítimas,Relação vítima-suspeito,Orientação sexual da vítima,Faixa etária da vítima,Raça\Cor da vítima,Faixa etária do suspeito,Suspeito preso,Raça\Cor do suspeito,Ano,Mês,Dia
2020-08-30 17:27:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,GUARIBA,DIARIAMENTE,HÁ MAIS DE SEIS MESES,10.0,COMPANHEIRO (A),N/D,,N/D,N/D,N/D,N/D,2020,8,30
2020-08-17 15:55:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,GUARULHOS,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,COMPANHEIRO (A),N/D,20 A 24 ANOS,N/D,25 A 29 ANOS,N/D,N/D,2020,8,17
2020-08-30 17:28:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,LINS,DIARIAMENTE,HÁ MAIS DE SEIS MESES,10.0,MARIDO,N/D,20 A 24 ANOS,PRETA,20 A 24 ANOS,NÃO,PARDA,2020,8,30
2020-08-31 15:10:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,CUNHA,OCASIONALMENTE,NÃO SABE INFORMAR,10.0,MARIDO,N/D,65 A 69 ANOS,PARDA,35 A 39 ANOS,PENA,BRANCA,2020,8,31
2020-08-22 20:24:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,10.0,COMPANHEIRO (A),N/D,25 A 29 ANOS,PRETA,25 A 29 ANOS,N/D,PRETA,2020,8,22
2020-08-17 14:42:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,ITANHAÉM,SEMANALMENTE,HÁ MAIS DE UM ANO,10.0,COMPANHEIRO (A),N/D,40 A 44 ANOS,BRANCA,30 A 34 ANOS,N/D,PRETA,2020,8,17
2020-08-21 20:01:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,EX-COMPANHEIRO (A),N/D,20 A 24 ANOS,BRANCA,30 A 34 ANOS,N/D,PARDA,2020,8,21
2020-08-27 01:17:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,10.0,COMPANHEIRO (A),N/D,30 A 34 ANOS,PARDA,35 A 39 ANOS,N/D,BRANCA,2020,8,27
2020-08-31 13:39:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO CARLOS,SEMANALMENTE,HÁ MAIS DE CINCO ANOS,10.0,IRMÃO (Ã),N/D,30 A 34 ANOS,PARDA,25 A 29 ANOS,NÃO,PARDA,2020,8,31
2020-08-18 01:45:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,SEMANALMENTE,HÁ MAIS DE UM ANO,10.0,COMPANHEIRO (A),N/D,30 A 34 ANOS,PARDA,30 A 34 ANOS,N/D,PRETA,2020,8,18
2020-08-19 11:56:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO BERNARDO DO CAMPO,DIARIAMENTE,HÁ UM MÊS,10.0,MARIDO,N/D,40 A 44 ANOS,BRANCA,30 A 34 ANOS,N/D,PARDA,2020,8,19
2020-08-29 20:16:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,IGUAPE,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,COMPANHEIRO (A),N/D,20 A 24 ANOS,PARDA,35 A 39 ANOS,N/D,BRANCA,2020,8,29
2020-08-31 17:01:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BOM SUCESSO DE ITARARÉ,SEMANALMENTE,HÁ MAIS DE CINCO ANOS,10.0,COMPANHEIRO (A),N/D,35 A 39 ANOS,N/D,35 A 39 ANOS,N/D,N/D,2020,8,31
2020-08-22 14:38:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA DA VÍTIMA,SÃO PAULO,SEMANALMENTE,HÁ MAIS DE UM ANO,10.0,NAMORADO(A),N/D,40 A 44 ANOS,N/D,40 A 44 ANOS,N/D,N/D,2020,8,22
2020-08-19 09:05:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DO SUSPEITO,GUARUJÁ,ÚNICA OCORRÊNCIA,NÃO SE APLICA,10.0,N/D,N/D,20 A 24 ANOS,BRANCA,30 A 34 ANOS,N/D,PRETA,2020,8,19
2020-09-05 01:29:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO JOSÉ DOS CAMPOS,DIARIAMENTE,HÁ MAIS DE UM ANO,20.0,COMPANHEIRO (A),N/D,25 A 29 ANOS,BRANCA,35 A 39 ANOS,NÃO,BRANCA,2020,9,5
2020-09-06 20:48:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA DA VÍTIMA,ITAPEVI,OCASIONALMENTE,HÁ MAIS DE UM ANO,10.0,MARIDO,N/D,30 A 34 ANOS,BRANCA,25 A 29 ANOS,NÃO,BRANCA,2020,9,6
2020-09-10 08:22:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,NÃO SABE INFORMAR,10.0,PAI,N/D,10 A 11 ANOS,N/D,30 A 34 ANOS,N/D,N/D,2020,9,10
2020-09-11 14:58:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SÃO PAULO,N/D,N/D,10.0,EX-NAMORADO (A),N/D,20 A 24 ANOS,N/D,20 A 24 ANOS,N/D,N/D,2020,9,11
2020-09-13 18:47:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA DA VÍTIMA,RIO CLARO,N/D,NÃO SABE INFORMAR,20.0,EX-MARIDO,N/D,,N/D,40 A 44 ANOS,N/D,N/D,2020,9,13
2020-09-14 07:48:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,SEMANALMENTE,HÁ MAIS DE UM ANO,10.0,MARIDO,N/D,40 A 44 ANOS,BRANCA,50 A 54 ANOS,N/D,BRANCA,2020,9,14
2020-09-11 18:51:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,EX-MARIDO,N/D,35 A 39 ANOS,PARDA,35 A 39 ANOS,N/D,N/D,2020,9,11
2020-09-09 21:34:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,VIA PÚBLICA,SÃO PAULO,ÚNICA OCORRÊNCIA,NÃO SE APLICA,20.0,COMPANHEIRO (A),N/D,45 A 49 ANOS,BRANCA,40 A 44 ANOS,N/D,N/D,2020,9,9
2020-09-13 18:53:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,CAÇAPAVA,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,10.0,COMPANHEIRO (A),N/D,45 A 49 ANOS,BRANCA,60 A 64 ANOS,N/D,BRANCA,2020,9,13
2020-09-07 17:22:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,GUARULHOS,ÚNICA OCORRÊNCIA,NÃO SE APLICA,10.0,EX-COMPANHEIRO (A),N/D,30 A 34 ANOS,PRETA,40 A 44 ANOS,N/D,PRETA,2020,9,7
2020-09-03 14:09:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,NOVA CAMPINA,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,10.0,MARIDO,N/D,40 A 44 ANOS,N/D,45 A 49 ANOS,N/D,N/D,2020,9,3
2020-09-12 18:17:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,MARÍLIA,SEMANALMENTE,NÃO SABE INFORMAR,10.0,COMPANHEIRO (A),N/D,30 A 34 ANOS,N/D,30 A 34 ANOS,N/D,N/D,2020,9,12
2020-09-06 20:27:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,JARDINÓPOLIS,SEMANALMENTE,NÃO SABE INFORMAR,10.0,COMPANHEIRO (A),N/D,30 A 34 ANOS,N/D,30 A 34 ANOS,N/D,N/D,2020,9,6
2020-09-11 14:34:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,PIRACICABA,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,COMPANHEIRO (A),N/D,55 A 59 ANOS,N/D,40 A 44 ANOS,N/D,N/D,2020,9,11
2020-09-11 17:52:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,GUARULHOS,OCASIONALMENTE,HÁ MAIS DE DEZ ANOS,20.0,MARIDO,N/D,50 A 54 ANOS,PARDA,50 A 54 ANOS,NÃO,BRANCA,2020,9,11
2020-09-04 10:37:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,GUARULHOS,OCASIONALMENTE,HÁ MAIS DE CINCO ANOS,10.0,MARIDO,N/D,55 A 59 ANOS,PARDA,50 A 54 ANOS,N/D,N/D,2020,9,4
2020-09-09 18:19:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DO SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,10.0,EX-COMPANHEIRO (A),N/D,20 A 24 ANOS,BRANCA,50 A 54 ANOS,N/D,PARDA,2020,9,9
2020-09-01 14:16:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA DA VÍTIMA,TAQUARITUBA,DIARIAMENTE,HÁ MAIS DE SEIS MESES,10.0,EX-COMPANHEIRO (A),N/D,30 A 34 ANOS,PARDA,20 A 24 ANOS,NÃO,BRANCA,2020,9,1
2020-09-13 20:57:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,NOVA CASTILHO,ÚNICA OCORRÊNCIA,NÃO SE APLICA,10.0,NAMORADO(A),N/D,35 A 39 ANOS,PARDA,40 A 44 ANOS,N/D,PRETA,2020,9,13
2020-09-14 20:11:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,EX-COMPANHEIRO (A),N/D,25 A 29 ANOS,BRANCA,25 A 29 ANOS,N/D,BRANCA,2020,9,14
2020-09-14 17:57:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,CARAPICUÍBA,ÚNICA OCORRÊNCIA,NÃO SE APLICA,10.0,COMPANHEIRO (A),N/D,30 A 34 ANOS,BRANCA,40 A 44 ANOS,NÃO,AMARELA,2020,9,14
2020-09-04 22:50:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,MATÃO,N/D,HÁ MAIS DE DEZ ANOS,20.0,EX-MARIDO,N/D,35 A 39 ANOS,BRANCA,35 A 39 ANOS,N/D,BRANCA,2020,9,4
2020-09-12 07:58:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,FRANCISCO MORATO,DIARIAMENTE,HÁ MAIS DE SEIS MESES,10.0,EX-COMPANHEIRO (A),N/D,35 A 39 ANOS,BRANCA,35 A 39 ANOS,N/D,PRETA,2020,9,12
2020-09-04 11:16:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,OSASCO,OCASIONALMENTE,HÁ MAIS DE UM ANO,10.0,MARIDO,N/D,30 A 34 ANOS,PARDA,40 A 44 ANOS,NÃO,BRANCA,2020,9,4
2020-09-12 11:26:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA DA VÍTIMA,SÃO PAULO,OCASIONALMENTE,HÁ MAIS DE SEIS MESES,10.0,OUTROS,N/D,15 A 17 ANOS,PARDA,25 A 29 ANOS,N/D,PARDA,2020,9,12
2020-09-13 23:10:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,10.0,MARIDO,N/D,65 A 69 ANOS,BRANCA,65 A 69 ANOS,N/D,BRANCA,2020,9,13
2020-09-09 22:45:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SANTO ANDRÉ,MENSALMENTE,HÁ MAIS DE SEIS MESES,10.0,EX-COMPANHEIRO (A),N/D,45 A 49 ANOS,PARDA,40 A 44 ANOS,PENA,BRANCA,2020,9,9
2020-09-03 14:49:00,TELEFÔNICO,NÃO,ANÔNIMO,VIA PÚBLICA,SOROCABA,N/D,NÃO SABE INFORMAR,10.0,NÃO SE APLICA,N/D,55 A 59 ANOS,N/D,N/D,N/D,N/D,2020,9,3
2020-09-06 07:21:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE SEIS MESES,10.0,COMPANHEIRO (A),N/D,45 A 49 ANOS,PARDA,30 A 34 ANOS,N/D,PARDA,2020,9,6
2020-09-07 12:14:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,COTIA,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,EX-MARIDO,N/D,30 A 34 ANOS,N/D,40 A 44 ANOS,NÃO,N/D,2020,9,7
2020-09-02 16:20:00,TELEFÔNICO,NÃO,ANÔNIMO,LOCAL DE TRABALHO DA VÍTIMA,SÃO PAULO,ÚNICA OCORRÊNCIA,NÃO SE APLICA,10.0,NAMORADO(A),N/D,20 A 24 ANOS,PARDA,N/D,N/D,N/D,2020,9,2
2020-09-15 07:27:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,MARIDO,N/D,50 A 54 ANOS,PRETA,50 A 54 ANOS,N/D,INDÍGENA,2020,9,15
2020-09-03 19:33:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,LORENA,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,PADRASTO/MADRASTA,N/D,12 A 14 ANOS,PARDA,35 A 39 ANOS,NÃO,PARDA,2020,9,3
2020-09-04 23:22:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,NÃO SABE INFORMAR,10.0,COMPANHEIRO (A),N/D,20 A 24 ANOS,N/D,20 A 24 ANOS,N/D,N/D,2020,9,4
2020-09-15 15:54:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SALESÓPOLIS,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,10.0,MARIDO,N/D,50 A 54 ANOS,N/D,50 A 54 ANOS,N/D,N/D,2020,9,15
2020-09-15 14:01:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,20.0,MARIDO,N/D,50 A 54 ANOS,BRANCA,50 A 54 ANOS,NÃO,PARDA,2020,9,15
2020-09-08 15:54:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,HORTOLÂNDIA,OCASIONALMENTE,HÁ MAIS DE CINCO ANOS,10.0,MARIDO,N/D,35 A 39 ANOS,PARDA,35 A 39 ANOS,NÃO,PARDA,2020,9,8
2020-09-13 18:49:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,ÚNICA OCORRÊNCIA,NÃO SE APLICA,10.0,MARIDO,N/D,55 A 59 ANOS,BRANCA,55 A 59 ANOS,NÃO,BRANCA,2020,9,13
2020-09-13 18:22:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA DA VÍTIMA,MAUÁ,DIARIAMENTE,HÁ MAIS DE SEIS MESES,10.0,EX-NAMORADO (A),N/D,,N/D,25 A 29 ANOS,N/D,PARDA,2020,9,13
2020-09-13 08:37:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,ITAÍ,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,20.0,MARIDO,N/D,40 A 44 ANOS,PARDA,40 A 44 ANOS,N/D,BRANCA,2020,9,13
2020-09-14 16:32:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BERTIOGA,SEMANALMENTE,HÁ MAIS DE CINCO ANOS,10.0,MARIDO,N/D,30 A 34 ANOS,PARDA,30 A 34 ANOS,N/D,PARDA,2020,9,14
2020-09-09 16:53:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,GUARULHOS,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,10.0,EX-COMPANHEIRO (A),N/D,35 A 39 ANOS,PARDA,25 A 29 ANOS,NÃO,PRETA,2020,9,9
2020-09-13 22:22:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,ITAPECERICA DA SERRA,SEMANALMENTE,HÁ MAIS DE DEZ ANOS,10.0,MARIDO,N/D,40 A 44 ANOS,PARDA,55 A 59 ANOS,N/D,PRETA,2020,9,13
2020-09-03 10:03:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,CAJURU,SEMANALMENTE,HÁ MAIS DE DEZ ANOS,10.0,MARIDO,N/D,25 A 29 ANOS,PARDA,35 A 39 ANOS,N/D,BRANCA,2020,9,3
2020-09-09 21:34:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,VIA PÚBLICA,SÃO PAULO,ÚNICA OCORRÊNCIA,NÃO SE APLICA,20.0,PADRASTO/MADRASTA,N/D,20 A 24 ANOS,PARDA,40 A 44 ANOS,N/D,BRANCA,2020,9,9
2020-09-05 12:04:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DO SUSPEITO,SÃO PAULO,SEMANALMENTE,HÁ MAIS DE UM ANO,10.0,EX-NAMORADO (A),N/D,35 A 39 ANOS,PARDA,25 A 29 ANOS,N/D,PRETA,2020,9,5
2020-09-10 12:39:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SANTO ANDRÉ,SEMANALMENTE,HÁ MAIS DE SEIS MESES,10.0,COMPANHEIRO (A),N/D,20 A 24 ANOS,PARDA,25 A 29 ANOS,FLAGRANTE,PARDA,2020,9,10
2020-09-15 14:01:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,20.0,CUNHADO (A),N/D,45 A 49 ANOS,BRANCA,50 A 54 ANOS,NÃO,PARDA,2020,9,15
2020-09-07 16:52:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,VIA PÚBLICA,FRANCA,OCASIONALMENTE,HÁ UM MÊS,10.0,DESCONHECIDO(A),N/D,45 A 49 ANOS,BRANCA,60 A 64 ANOS,N/D,N/D,2020,9,7
2020-09-07 11:07:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,GUARULHOS,SEMANALMENTE,HÁ MAIS DE CINCO ANOS,10.0,COMPANHEIRO (A),N/D,,N/D,N/D,N/D,N/D,2020,9,7
2020-09-11 10:13:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,10.0,MARIDO,N/D,20 A 24 ANOS,N/D,20 A 24 ANOS,N/D,N/D,2020,9,11
2020-09-05 21:49:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,10.0,EX-COMPANHEIRO (A),N/D,35 A 39 ANOS,PARDA,35 A 39 ANOS,N/D,N/D,2020,9,5
2020-09-01 21:11:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,ITAPEVI,DIARIAMENTE,HÁ UM MÊS,10.0,EX-MARIDO,N/D,30 A 34 ANOS,N/D,35 A 39 ANOS,N/D,BRANCA,2020,9,1
2020-09-13 16:05:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DE FAMILIARES,COTIA,OCASIONALMENTE,HÁ MAIS DE SEIS MESES,10.0,EX-COMPANHEIRO (A),N/D,30 A 34 ANOS,PARDA,25 A 29 ANOS,N/D,PARDA,2020,9,13
2020-09-10 19:39:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,CAMPINAS,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,COMPANHEIRO (A),N/D,45 A 49 ANOS,N/D,30 A 34 ANOS,N/D,N/D,2020,9,10
2020-09-08 08:59:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA DO SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,20.0,VIZINHO (A),N/D,15 A 17 ANOS,PARDA,20 A 24 ANOS,NÃO,PARDA,2020,9,8
2020-09-27 22:54:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,GUARULHOS,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,10.0,MARIDO,N/D,35 A 39 ANOS,PARDA,30 A 34 ANOS,N/D,PARDA,2020,9,27
2020-09-24 16:19:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,GUARULHOS,OCASIONALMENTE,HÁ MAIS DE DEZ ANOS,10.0,MARIDO,N/D,35 A 39 ANOS,PARDA,60 A 64 ANOS,N/D,PARDA,2020,9,24
2020-09-29 18:59:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,CAMPO LIMPO PAULISTA,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,EX-MARIDO,N/D,40 A 44 ANOS,BRANCA,45 A 49 ANOS,N/D,BRANCA,2020,9,29
2020-09-22 10:37:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,CAÇAPAVA,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,10.0,FILHO (A),N/D,60 A 64 ANOS,BRANCA,35 A 39 ANOS,N/D,BRANCA,2020,9,22
2020-09-21 13:38:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,REGENTE FEIJÓ,MENSALMENTE,HÁ MAIS DE UM ANO,10.0,EX-COMPANHEIRO (A),N/D,18 A 19 ANOS,PARDA,20 A 24 ANOS,N/D,BRANCA,2020,9,21
2020-09-20 22:15:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SOROCABA,ÚNICA OCORRÊNCIA,NÃO SE APLICA,10.0,MARIDO,N/D,40 A 44 ANOS,PARDA,40 A 44 ANOS,NÃO,PRETA,2020,9,20
2020-09-25 20:02:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SANTOS,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,EX-MARIDO,N/D,40 A 44 ANOS,BRANCA,40 A 44 ANOS,N/D,BRANCA,2020,9,25
2020-09-24 12:52:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO SEBASTIÃO,DIARIAMENTE,NÃO SABE INFORMAR,10.0,MARIDO,N/D,25 A 29 ANOS,N/D,30 A 34 ANOS,N/D,N/D,2020,9,24
2020-09-28 17:49:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,10.0,COMPANHEIRO (A),N/D,40 A 44 ANOS,BRANCA,45 A 49 ANOS,N/D,PARDA,2020,9,28
2020-09-17 16:01:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,SÃO PAULO,DIARIAMENTE,HÁ MAIS DE SEIS MESES,10.0,NÃO SE APLICA,N/D,40 A 44 ANOS,PARDA,45 A 49 ANOS,PENA,BRANCA,2020,9,17
2020-09-30 23:20:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA DA VÍTIMA,SÃO PAULO,N/D,N/D,10.0,EX-MARIDO,N/D,20 A 24 ANOS,PARDA,20 A 24 ANOS,PENA,PARDA,2020,9,30
2020-09-21 20:40:00,TELEFÔNICO,RISCO IMINENTE DE MORTE DA VÍTIMA,ANÔNIMO,CASA DO SUSPEITO,ITAQUAQUECETUBA,OCASIONALMENTE,HÁ MAIS DE UM ANO,10.0,COMPANHEIRO (A),N/D,25 A 29 ANOS,PRETA,30 A 34 ANOS,NÃO,BRANCA,2020,9,21
2020-09-19 17:54:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,VINHEDO,SEMANALMENTE,HÁ MAIS DE UM ANO,10.0,COMPANHEIRO (A),N/D,25 A 29 ANOS,PARDA,35 A 39 ANOS,N/D,PRETA,2020,9,19
2020-09-29 18:16:00,TELEFÔNICO,NÃO,ANÔNIMO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,TAUBATÉ,MENSALMENTE,NÃO SABE INFORMAR,20.0,IRMÃO (Ã),N/D,55 A 59 ANOS,N/D,40 A 44 ANOS,N/D,N/D,2020,9,29
